id,images,labels
10028,./images/C10028.jpg,./labels/C10028.txt
10052,./images/C10052.jpg,./labels/C10052.txt
10053,./images/C10053.jpg,./labels/C10053.txt
10075,./images/C10075.jpg,./labels/C10075.txt
10081,./images/C10081.jpg,./labels/C10081.txt
10209,./images/C10209.jpg,./labels/C10209.txt
10343,./images/C10343.jpg,./labels/C10343.txt
10353,./images/C10353.jpg,./labels/C10353.txt
10504,./images/C10504.jpg,./labels/C10504.txt
10641,./images/C10641.jpg,./labels/C10641.txt
10645,./images/C10645.jpg,./labels/C10645.txt
10683,./images/C10683.jpg,./labels/C10683.txt
10684,./images/C10684.jpg,./labels/C10684.txt
10692,./images/C10692.jpg,./labels/C10692.txt
10734,./images/C10734.jpg,./labels/C10734.txt
10794,./images/C10794.jpg,./labels/C10794.txt
10803,./images/C10803.jpg,./labels/C10803.txt
10854,./images/C10854.jpg,./labels/C10854.txt
10904,./images/C10904.jpg,./labels/C10904.txt
10906,./images/C10906.jpg,./labels/C10906.txt
10943,./images/C10943.jpg,./labels/C10943.txt
11024,./images/C11024.jpg,./labels/C11024.txt
11046,./images/C11046.jpg,./labels/C11046.txt
11093,./images/C11093.jpg,./labels/C11093.txt
11127,./images/C11127.jpg,./labels/C11127.txt
11143,./images/C11143.jpg,./labels/C11143.txt
11147,./images/C11147.jpg,./labels/C11147.txt
11166,./images/C11166.jpg,./labels/C11166.txt
11169,./images/C11169.jpg,./labels/C11169.txt
11170,./images/C11170.jpg,./labels/C11170.txt
11175,./images/C11175.jpg,./labels/C11175.txt
11385,./images/C11385.jpg,./labels/C11385.txt
11444,./images/C11444.jpg,./labels/C11444.txt
11458,./images/C11458.jpg,./labels/C11458.txt
11479,./images/C11479.jpg,./labels/C11479.txt
11501,./images/C11501.jpg,./labels/C11501.txt
11575,./images/C11575.jpg,./labels/C11575.txt
11733,./images/C11733.jpg,./labels/C11733.txt
11741,./images/C11741.jpg,./labels/C11741.txt
11766,./images/C11766.jpg,./labels/C11766.txt
11829,./images/C11829.jpg,./labels/C11829.txt
11859,./images/C11859.jpg,./labels/C11859.txt
11889,./images/C11889.jpg,./labels/C11889.txt
11914,./images/C11914.jpg,./labels/C11914.txt
12020,./images/C12020.jpg,./labels/C12020.txt
12193,./images/C12193.jpg,./labels/C12193.txt
12308,./images/C12308.jpg,./labels/C12308.txt
12312,./images/C12312.jpg,./labels/C12312.txt
12317,./images/C12317.jpg,./labels/C12317.txt
12320,./images/C12320.jpg,./labels/C12320.txt
12404,./images/C12404.jpg,./labels/C12404.txt
12498,./images/C12498.jpg,./labels/C12498.txt
12501,./images/C12501.jpg,./labels/C12501.txt
12503,./images/C12503.jpg,./labels/C12503.txt
12505,./images/C12505.jpg,./labels/C12505.txt
12523,./images/C12523.jpg,./labels/C12523.txt
12599,./images/C12599.jpg,./labels/C12599.txt
12995,./images/C12995.jpg,./labels/C12995.txt
13133,./images/C13133.jpg,./labels/C13133.txt
13135,./images/C13135.jpg,./labels/C13135.txt
13140,./images/C13140.jpg,./labels/C13140.txt
13210,./images/C13210.jpg,./labels/C13210.txt
13273,./images/C13273.jpg,./labels/C13273.txt
13399,./images/C13399.jpg,./labels/C13399.txt
13403,./images/C13403.jpg,./labels/C13403.txt
13409,./images/C13409.jpg,./labels/C13409.txt
13417,./images/C13417.jpg,./labels/C13417.txt
13438,./images/C13438.jpg,./labels/C13438.txt
13577,./images/C13577.jpg,./labels/C13577.txt
13715,./images/C13715.jpg,./labels/C13715.txt
13719,./images/C13719.jpg,./labels/C13719.txt
13726,./images/C13726.jpg,./labels/C13726.txt
13780,./images/C13780.jpg,./labels/C13780.txt
13830,./images/C13830.jpg,./labels/C13830.txt
13947,./images/C13947.jpg,./labels/C13947.txt
13949,./images/C13949.jpg,./labels/C13949.txt
13950,./images/C13950.jpg,./labels/C13950.txt
13955,./images/C13955.jpg,./labels/C13955.txt
13994,./images/C13994.jpg,./labels/C13994.txt
14067,./images/C14067.jpg,./labels/C14067.txt
14173,./images/C14173.jpg,./labels/C14173.txt
14230,./images/C14230.jpg,./labels/C14230.txt
14234,./images/C14234.jpg,./labels/C14234.txt
14243,./images/C14243.jpg,./labels/C14243.txt
14290,./images/C14290.jpg,./labels/C14290.txt
14371,./images/C14371.jpg,./labels/C14371.txt
14381,./images/C14381.jpg,./labels/C14381.txt
14387,./images/C14387.jpg,./labels/C14387.txt
14443,./images/C14443.jpg,./labels/C14443.txt
14492,./images/C14492.jpg,./labels/C14492.txt
14614,./images/C14614.jpg,./labels/C14614.txt
1472,./images/C1472.jpg,./labels/C1472.txt
1478,./images/C1478.jpg,./labels/C1478.txt
14781,./images/C14781.jpg,./labels/C14781.txt
1481,./images/C1481.jpg,./labels/C1481.txt
1482,./images/C1482.jpg,./labels/C1482.txt
1484,./images/C1484.jpg,./labels/C1484.txt
14847,./images/C14847.jpg,./labels/C14847.txt
1486,./images/C1486.jpg,./labels/C1486.txt
1490,./images/C1490.jpg,./labels/C1490.txt
1498,./images/C1498.jpg,./labels/C1498.txt
1499,./images/C1499.jpg,./labels/C1499.txt
14997,./images/C14997.jpg,./labels/C14997.txt
1502,./images/C1502.jpg,./labels/C1502.txt
1509,./images/C1509.jpg,./labels/C1509.txt
15114,./images/C15114.jpg,./labels/C15114.txt
15118,./images/C15118.jpg,./labels/C15118.txt
15120,./images/C15120.jpg,./labels/C15120.txt
15121,./images/C15121.jpg,./labels/C15121.txt
15122,./images/C15122.jpg,./labels/C15122.txt
1513,./images/C1513.jpg,./labels/C1513.txt
15139,./images/C15139.jpg,./labels/C15139.txt
1514,./images/C1514.jpg,./labels/C1514.txt
1515,./images/C1515.jpg,./labels/C1515.txt
15220,./images/C15220.jpg,./labels/C15220.txt
15237,./images/C15237.jpg,./labels/C15237.txt
15317,./images/C15317.jpg,./labels/C15317.txt
15322,./images/C15322.jpg,./labels/C15322.txt
1533,./images/C1533.jpg,./labels/C1533.txt
15364,./images/C15364.jpg,./labels/C15364.txt
15400,./images/C15400.jpg,./labels/C15400.txt
15401,./images/C15401.jpg,./labels/C15401.txt
15408,./images/C15408.jpg,./labels/C15408.txt
15458,./images/C15458.jpg,./labels/C15458.txt
15550,./images/C15550.jpg,./labels/C15550.txt
15563,./images/C15563.jpg,./labels/C15563.txt
15572,./images/C15572.jpg,./labels/C15572.txt
15579,./images/C15579.jpg,./labels/C15579.txt
15584,./images/C15584.jpg,./labels/C15584.txt
15586,./images/C15586.jpg,./labels/C15586.txt
15617,./images/C15617.jpg,./labels/C15617.txt
15734,./images/C15734.jpg,./labels/C15734.txt
15771,./images/C15771.jpg,./labels/C15771.txt
15799,./images/C15799.jpg,./labels/C15799.txt
1587,./images/C1587.jpg,./labels/C1587.txt
1599,./images/C1599.jpg,./labels/C1599.txt
1600,./images/C1600.jpg,./labels/C1600.txt
1603,./images/C1603.jpg,./labels/C1603.txt
16066,./images/C16066.jpg,./labels/C16066.txt
16126,./images/C16126.jpg,./labels/C16126.txt
16139,./images/C16139.jpg,./labels/C16139.txt
16140,./images/C16140.jpg,./labels/C16140.txt
16143,./images/C16143.jpg,./labels/C16143.txt
16188,./images/C16188.jpg,./labels/C16188.txt
1625,./images/C1625.jpg,./labels/C1625.txt
16266,./images/C16266.jpg,./labels/C16266.txt
16272,./images/C16272.jpg,./labels/C16272.txt
16314,./images/C16314.jpg,./labels/C16314.txt
16458,./images/C16458.jpg,./labels/C16458.txt
16687,./images/C16687.jpg,./labels/C16687.txt
1673,./images/C1673.jpg,./labels/C1673.txt
16768,./images/C16768.jpg,./labels/C16768.txt
16881,./images/C16881.jpg,./labels/C16881.txt
16886,./images/C16886.jpg,./labels/C16886.txt
1695,./images/C1695.jpg,./labels/C1695.txt
16958,./images/C16958.jpg,./labels/C16958.txt
16995,./images/C16995.jpg,./labels/C16995.txt
1701,./images/C1701.jpg,./labels/C1701.txt
17129,./images/C17129.jpg,./labels/C17129.txt
1729,./images/C1729.jpg,./labels/C1729.txt
17405,./images/C17405.jpg,./labels/C17405.txt
17516,./images/C17516.jpg,./labels/C17516.txt
17535,./images/C17535.jpg,./labels/C17535.txt
1764,./images/C1764.jpg,./labels/C1764.txt
1765,./images/C1765.jpg,./labels/C1765.txt
17737,./images/C17737.jpg,./labels/C17737.txt
1775,./images/C1775.jpg,./labels/C1775.txt
1780,./images/C1780.jpg,./labels/C1780.txt
1791,./images/C1791.jpg,./labels/C1791.txt
1799,./images/C1799.jpg,./labels/C1799.txt
1802,./images/C1802.jpg,./labels/C1802.txt
1803,./images/C1803.jpg,./labels/C1803.txt
18031,./images/C18031.jpg,./labels/C18031.txt
1806,./images/C1806.jpg,./labels/C1806.txt
18068,./images/C18068.jpg,./labels/C18068.txt
1810,./images/C1810.jpg,./labels/C1810.txt
18141,./images/C18141.jpg,./labels/C18141.txt
18158,./images/C18158.jpg,./labels/C18158.txt
18160,./images/C18160.jpg,./labels/C18160.txt
1822,./images/C1822.jpg,./labels/C1822.txt
18375,./images/C18375.jpg,./labels/C18375.txt
18382,./images/C18382.jpg,./labels/C18382.txt
18534,./images/C18534.jpg,./labels/C18534.txt
18664,./images/C18664.jpg,./labels/C18664.txt
1881,./images/C1881.jpg,./labels/C1881.txt
18831,./images/C18831.jpg,./labels/C18831.txt
18844,./images/C18844.jpg,./labels/C18844.txt
18884,./images/C18884.jpg,./labels/C18884.txt
18888,./images/C18888.jpg,./labels/C18888.txt
18926,./images/C18926.jpg,./labels/C18926.txt
1893,./images/C1893.jpg,./labels/C1893.txt
1903,./images/C1903.jpg,./labels/C1903.txt
1904,./images/C1904.jpg,./labels/C1904.txt
19056,./images/C19056.jpg,./labels/C19056.txt
19071,./images/C19071.jpg,./labels/C19071.txt
19073,./images/C19073.jpg,./labels/C19073.txt
19139,./images/C19139.jpg,./labels/C19139.txt
19155,./images/C19155.jpg,./labels/C19155.txt
1916,./images/C1916.jpg,./labels/C1916.txt
19200,./images/C19200.jpg,./labels/C19200.txt
19243,./images/C19243.jpg,./labels/C19243.txt
19253,./images/C19253.jpg,./labels/C19253.txt
19350,./images/C19350.jpg,./labels/C19350.txt
1936,./images/C1936.jpg,./labels/C1936.txt
19370,./images/C19370.jpg,./labels/C19370.txt
19372,./images/C19372.jpg,./labels/C19372.txt
1941,./images/C1941.jpg,./labels/C1941.txt
19412,./images/C19412.jpg,./labels/C19412.txt
1952,./images/C1952.jpg,./labels/C1952.txt
19548,./images/C19548.jpg,./labels/C19548.txt
19624,./images/C19624.jpg,./labels/C19624.txt
1977,./images/C1977.jpg,./labels/C1977.txt
1978,./images/C1978.jpg,./labels/C1978.txt
1979,./images/C1979.jpg,./labels/C1979.txt
19791,./images/C19791.jpg,./labels/C19791.txt
19799,./images/C19799.jpg,./labels/C19799.txt
1981,./images/C1981.jpg,./labels/C1981.txt
19814,./images/C19814.jpg,./labels/C19814.txt
1982,./images/C1982.jpg,./labels/C1982.txt
1984,./images/C1984.jpg,./labels/C1984.txt
19886,./images/C19886.jpg,./labels/C19886.txt
1991,./images/C1991.jpg,./labels/C1991.txt
1993,./images/C1993.jpg,./labels/C1993.txt
1996,./images/C1996.jpg,./labels/C1996.txt
1997,./images/C1997.jpg,./labels/C1997.txt
1999,./images/C1999.jpg,./labels/C1999.txt
20005,./images/C20005.jpg,./labels/C20005.txt
20027,./images/C20027.jpg,./labels/C20027.txt
20029,./images/C20029.jpg,./labels/C20029.txt
2003,./images/C2003.jpg,./labels/C2003.txt
20031,./images/C20031.jpg,./labels/C20031.txt
20035,./images/C20035.jpg,./labels/C20035.txt
2004,./images/C2004.jpg,./labels/C2004.txt
2009,./images/C2009.jpg,./labels/C2009.txt
20097,./images/C20097.jpg,./labels/C20097.txt
20192,./images/C20192.jpg,./labels/C20192.txt
20246,./images/C20246.jpg,./labels/C20246.txt
2026,./images/C2026.jpg,./labels/C2026.txt
2032,./images/C2032.jpg,./labels/C2032.txt
2039,./images/C2039.jpg,./labels/C2039.txt
2040,./images/C2040.jpg,./labels/C2040.txt
20407,./images/C20407.jpg,./labels/C20407.txt
2041,./images/C2041.jpg,./labels/C2041.txt
2042,./images/C2042.jpg,./labels/C2042.txt
2048,./images/C2048.jpg,./labels/C2048.txt
2056,./images/C2056.jpg,./labels/C2056.txt
2058,./images/C2058.jpg,./labels/C2058.txt
2059,./images/C2059.jpg,./labels/C2059.txt
2062,./images/C2062.jpg,./labels/C2062.txt
2066,./images/C2066.jpg,./labels/C2066.txt
2070,./images/C2070.jpg,./labels/C2070.txt
20786,./images/C20786.jpg,./labels/C20786.txt
20802,./images/C20802.jpg,./labels/C20802.txt
2081,./images/C2081.jpg,./labels/C2081.txt
2083,./images/C2083.jpg,./labels/C2083.txt
20847,./images/C20847.jpg,./labels/C20847.txt
20848,./images/C20848.jpg,./labels/C20848.txt
20850,./images/C20850.jpg,./labels/C20850.txt
2089,./images/C2089.jpg,./labels/C2089.txt
2091,./images/C2091.jpg,./labels/C2091.txt
2092,./images/C2092.jpg,./labels/C2092.txt
20962,./images/C20962.jpg,./labels/C20962.txt
2099,./images/C2099.jpg,./labels/C2099.txt
2103,./images/C2103.jpg,./labels/C2103.txt
2105,./images/C2105.jpg,./labels/C2105.txt
21070,./images/C21070.jpg,./labels/C21070.txt
2108,./images/C2108.jpg,./labels/C2108.txt
21089,./images/C21089.jpg,./labels/C21089.txt
2109,./images/C2109.jpg,./labels/C2109.txt
2110,./images/C2110.jpg,./labels/C2110.txt
21133,./images/C21133.jpg,./labels/C21133.txt
21134,./images/C21134.jpg,./labels/C21134.txt
21140,./images/C21140.jpg,./labels/C21140.txt
21146,./images/C21146.jpg,./labels/C21146.txt
2115,./images/C2115.jpg,./labels/C2115.txt
21150,./images/C21150.jpg,./labels/C21150.txt
2117,./images/C2117.jpg,./labels/C2117.txt
2124,./images/C2124.jpg,./labels/C2124.txt
2128,./images/C2128.jpg,./labels/C2128.txt
2131,./images/C2131.jpg,./labels/C2131.txt
2133,./images/C2133.jpg,./labels/C2133.txt
2134,./images/C2134.jpg,./labels/C2134.txt
2136,./images/C2136.jpg,./labels/C2136.txt
2138,./images/C2138.jpg,./labels/C2138.txt
2142,./images/C2142.jpg,./labels/C2142.txt
2143,./images/C2143.jpg,./labels/C2143.txt
2144,./images/C2144.jpg,./labels/C2144.txt
2145,./images/C2145.jpg,./labels/C2145.txt
21462,./images/C21462.jpg,./labels/C21462.txt
21485,./images/C21485.jpg,./labels/C21485.txt
21488,./images/C21488.jpg,./labels/C21488.txt
2153,./images/C2153.jpg,./labels/C2153.txt
21542,./images/C21542.jpg,./labels/C21542.txt
2155,./images/C2155.jpg,./labels/C2155.txt
2157,./images/C2157.jpg,./labels/C2157.txt
2158,./images/C2158.jpg,./labels/C2158.txt
21626,./images/C21626.jpg,./labels/C21626.txt
2165,./images/C2165.jpg,./labels/C2165.txt
2167,./images/C2167.jpg,./labels/C2167.txt
2168,./images/C2168.jpg,./labels/C2168.txt
2169,./images/C2169.jpg,./labels/C2169.txt
21705,./images/C21705.jpg,./labels/C21705.txt
2172,./images/C2172.jpg,./labels/C2172.txt
2174,./images/C2174.jpg,./labels/C2174.txt
2175,./images/C2175.jpg,./labels/C2175.txt
2176,./images/C2176.jpg,./labels/C2176.txt
21769,./images/C21769.jpg,./labels/C21769.txt
2177,./images/C2177.jpg,./labels/C2177.txt
2178,./images/C2178.jpg,./labels/C2178.txt
2179,./images/C2179.jpg,./labels/C2179.txt
2183,./images/C2183.jpg,./labels/C2183.txt
21831,./images/C21831.jpg,./labels/C21831.txt
2184,./images/C2184.jpg,./labels/C2184.txt
2190,./images/C2190.jpg,./labels/C2190.txt
22064,./images/C22064.jpg,./labels/C22064.txt
22141,./images/C22141.jpg,./labels/C22141.txt
22316,./images/C22316.jpg,./labels/C22316.txt
22406,./images/C22406.jpg,./labels/C22406.txt
22444,./images/C22444.jpg,./labels/C22444.txt
22498,./images/C22498.jpg,./labels/C22498.txt
22727,./images/C22727.jpg,./labels/C22727.txt
2275,./images/C2275.jpg,./labels/C2275.txt
2280,./images/C2280.jpg,./labels/C2280.txt
22847,./images/C22847.jpg,./labels/C22847.txt
2291,./images/C2291.jpg,./labels/C2291.txt
2294,./images/C2294.jpg,./labels/C2294.txt
22979,./images/C22979.jpg,./labels/C22979.txt
23021,./images/C23021.jpg,./labels/C23021.txt
2304,./images/C2304.jpg,./labels/C2304.txt
23202,./images/C23202.jpg,./labels/C23202.txt
23209,./images/C23209.jpg,./labels/C23209.txt
23213,./images/C23213.jpg,./labels/C23213.txt
23235,./images/C23235.jpg,./labels/C23235.txt
23270,./images/C23270.jpg,./labels/C23270.txt
23390,./images/C23390.jpg,./labels/C23390.txt
23555,./images/C23555.jpg,./labels/C23555.txt
23556,./images/C23556.jpg,./labels/C23556.txt
23565,./images/C23565.jpg,./labels/C23565.txt
23566,./images/C23566.jpg,./labels/C23566.txt
23574,./images/C23574.jpg,./labels/C23574.txt
23576,./images/C23576.jpg,./labels/C23576.txt
23577,./images/C23577.jpg,./labels/C23577.txt
2363,./images/C2363.jpg,./labels/C2363.txt
23638,./images/C23638.jpg,./labels/C23638.txt
23642,./images/C23642.jpg,./labels/C23642.txt
23643,./images/C23643.jpg,./labels/C23643.txt
23644,./images/C23644.jpg,./labels/C23644.txt
23646,./images/C23646.jpg,./labels/C23646.txt
23648,./images/C23648.jpg,./labels/C23648.txt
2366,./images/C2366.jpg,./labels/C2366.txt
23665,./images/C23665.jpg,./labels/C23665.txt
23675,./images/C23675.jpg,./labels/C23675.txt
2372,./images/C2372.jpg,./labels/C2372.txt
23811,./images/C23811.jpg,./labels/C23811.txt
23825,./images/C23825.jpg,./labels/C23825.txt
23880,./images/C23880.jpg,./labels/C23880.txt
23940,./images/C23940.jpg,./labels/C23940.txt
23993,./images/C23993.jpg,./labels/C23993.txt
24027,./images/C24027.jpg,./labels/C24027.txt
2415,./images/C2415.jpg,./labels/C2415.txt
24249,./images/C24249.jpg,./labels/C24249.txt
24254,./images/C24254.jpg,./labels/C24254.txt
2426,./images/C2426.jpg,./labels/C2426.txt
24279,./images/C24279.jpg,./labels/C24279.txt
2428,./images/C2428.jpg,./labels/C2428.txt
24353,./images/C24353.jpg,./labels/C24353.txt
24428,./images/C24428.jpg,./labels/C24428.txt
24628,./images/C24628.jpg,./labels/C24628.txt
24672,./images/C24672.jpg,./labels/C24672.txt
24816,./images/C24816.jpg,./labels/C24816.txt
24957,./images/C24957.jpg,./labels/C24957.txt
24961,./images/C24961.jpg,./labels/C24961.txt
24963,./images/C24963.jpg,./labels/C24963.txt
25046,./images/C25046.jpg,./labels/C25046.txt
25074,./images/C25074.jpg,./labels/C25074.txt
25077,./images/C25077.jpg,./labels/C25077.txt
25092,./images/C25092.jpg,./labels/C25092.txt
25148,./images/C25148.jpg,./labels/C25148.txt
25188,./images/C25188.jpg,./labels/C25188.txt
25208,./images/C25208.jpg,./labels/C25208.txt
25210,./images/C25210.jpg,./labels/C25210.txt
25211,./images/C25211.jpg,./labels/C25211.txt
25242,./images/C25242.jpg,./labels/C25242.txt
25461,./images/C25461.jpg,./labels/C25461.txt
25542,./images/C25542.jpg,./labels/C25542.txt
25724,./images/C25724.jpg,./labels/C25724.txt
